date_time,pm25,hcho,tvoc,temperature,humidity
29/8/2021 1:00,4.25,2.083333333,287.4166667,32.25833333,47.26666667
29/8/2021 2:00,5,1.583333333,497.3333333,32.41666667,53.29166667
29/8/2021 3:00,7,1.875,479.375,32.975,54.275
29/8/2021 4:00,7.846153846,13,224,28.35384615,58.27692308
29/8/2021 5:00,5.923076923,2.615384615,225.8461538,26.77692308,57.25384615
29/8/2021 6:00,6.386792453,7.877358491,239.0377358,24.48018868,61.48113208
29/8/2021 7:00,4.062992126,13.96850394,272.3228346,24.09370079,63.1015748
29/8/2021 8:00,2.630769231,7.230769231,279.6923077,22.55692308,49.51230769
29/8/2021 9:00,0,6.197368421,322.9605263,22.07368421,47.08421053
29/8/2021 10:00,0,5.956521739,358.5130435,21.62434783,45.60173913
29/8/2021 11:00,0,5.629032258,398.9193548,21.29677419,44.84516129
29/8/2021 12:00,0,1.5,389.9166667,21.08333333,44.71666667
29/8/2021 13:00,0,1.727272727,380,20.75454545,44
29/8/2021 14:00,0,1.916666667,377.8333333,20.475,43.93333333
29/8/2021 15:00,0.083333333,1.583333333,407.5833333,21.19166667,47.35833333
29/8/2021 16:00,4,4.333333333,462,23.01333333,60.11333333
29/8/2021 17:00,9.8,1.8,498.8666667,27.85333333,69.78666667
29/8/2021 18:00,10.46666667,5,459.3333333,28.66666667,67.17333333
29/8/2021 19:00,13.04,10.22,350.58,28.64,64.51
29/8/2021 20:00,11.09375,9.9375,268.5625,28.2875,63.640625
29/8/2021 21:00,9.315789474,4.833333333,272.7777778,26.71363636,60.07727273
29/8/2021 22:00,6.923076923,1.384615385,372.0769231,29.4,64.57857143
29/8/2021 23:00,7,1,224,14.825,29.875
30/8/2021 0:00,3.153846154,5.307692308,227.8461538,27.61428571,61.01428571
30/8/2021 1:00,7.526315789,8.571428571,225.4857143,27.07692308,62.94615385
30/8/2021 2:00,6.071428571,9.238095238,330.7619048,28.05238095,63.49047619
30/8/2021 3:00,5.846153846,1.923076923,411.4615385,29.21538462,65.76153846
30/8/2021 4:00,5.416666667,2.083333333,437.5833333,30.51666667,64.25
30/8/2021 5:00,5.75,1.25,475.8333333,30.70833333,66.8
30/8/2021 6:00,6.916666667,1.5,564.9166667,30.76666667,68.46666667
30/8/2021 7:00,2.790322581,8.967741935,392.6935484,27.83548387,58.6483871
30/8/2021 8:00,1.635514019,6.317757009,228.1495327,23.23271028,54.60186916
30/8/2021 9:00,1.826666667,7.133333333,243.0866667,22.19733333,54.90733333
30/8/2021 10:00,1.655913978,10.5483871,320.7849462,21.89032258,54.56666667
30/8/2021 11:00,1.529801325,7.298013245,342.9668874,21.46092715,54.60860927
30/8/2021 12:00,1.682539683,5.952380952,512.4285714,23.25714286,60.97936508
30/8/2021 13:00,1.836734694,6.173469388,415.9795918,23.47040816,60.89387755
30/8/2021 14:00,1.966101695,6.313559322,400.4322034,23.41694915,61.18813559
30/8/2021 15:00,2.023529412,9.435294118,398.4941176,23.40235294,61.53529412
30/8/2021 16:00,4.954545455,11.98484848,505.6818182,24.59242424,69.31212121
30/8/2021 17:00,6.833333333,6.233333333,1113.5,28.07,74.33666667
30/8/2021 18:00,0.75,1.5,576.5,30,68.30833333
30/8/2021 19:00,0,1.5,434.0833333,30.31666667,65.81666667
30/8/2021 20:00,0.066666667,1.933333333,400.6666667,31.08125,64.53125
30/8/2021 21:00,0.272727273,32,224,29.72307692,63.75384615
30/8/2021 22:00,0,4.142857143,231.9285714,28.42857143,53.48571429
30/8/2021 23:00,0,2.692307692,272.3846154,26.69230769,57.46923077
31/8/2021 0:00,0,2.25,303.6666667,27.41666667,62.19166667
31/8/2021 1:00,0,1.916666667,387,30.01666667,64.25833333
31/8/2021 2:00,0,1.583333333,355.75,30.81666667,62.175
31/8/2021 3:00,0,1.75,369.0833333,30.90833333,62.325
31/8/2021 4:00,0,2.25,400.1666667,31.04166667,63.86666667
31/8/2021 5:00,4.990384615,11.34,280.5,26.79716981,63.80660377
31/8/2021 6:00,5.2375,15.7625,348.65,25.4125,63.4325
31/8/2021 7:00,5.068493151,10.04109589,235.9589041,24.41643836,59.11643836
31/8/2021 8:00,4.344537815,7.378151261,234.2436975,24.14201681,59.01092437
31/8/2021 9:00,4.327102804,8.074766355,289.5140187,24.28504673,60.9364486
31/8/2021 10:00,5,10.85393258,364.4382022,24.29438202,61.06516854
31/8/2021 11:00,3.727272727,11.61818182,302,23.72909091,60.85636364
31/8/2021 12:00,4.137931034,16.39655172,355,23.63965517,61.03103448
31/8/2021 13:00,4.282051282,15.92307692,377.3589744,23.42564103,60.83333333
31/8/2021 14:00,4.597938144,11.72164948,319.8969072,23.54329897,64.37731959
31/8/2021 15:00,4.481927711,13.22891566,329.5662651,23.52048193,63.9253012
31/8/2021 16:00,5.794871795,10.41025641,466.0769231,24.62564103,70.54358974
31/8/2021 17:00,9.769230769,3.923076923,551.5384615,29.06153846,73.76923077
31/8/2021 18:00,10.44444444,1.666666667,426.1666667,28.39444444,73.67222222
31/8/2021 19:00,5.5,2.333333333,401.8333333,29.05,69.60833333
31/8/2021 20:00,5.333333333,1.5,402.6666667,29.73333333,67.875
31/8/2021 21:00,3.0625,6.75,383.5625,30.13125,61.7
31/8/2021 22:00,0.636363636,7.151515152,246.7878788,26.2969697,59.2969697
31/8/2021 23:00,0.8,5.3,298.2,25.78,59.63666667
1/9/2021 0:00,0.966666667,5.7,375.7666667,27.34,63.92666667
1/9/2021 1:00,0.916666667,2.416666667,399.4166667,28.66666667,63.80833333
1/9/2021 2:00,0.153846154,2.692307692,401.7692308,29.98461538,61.00769231
1/9/2021 3:00,0,1.666666667,407.5,29.725,58.89166667
1/9/2021 4:00,0.583333333,1.416666667,405.0833333,29.83333333,59.46666667
1/9/2021 5:00,0.75,1.75,403.0833333,30.05,61.39166667
1/9/2021 6:00,0.961538462,6.576923077,408.7692308,28.11538462,62.18846154
1/9/2021 7:00,0.076923077,6.692307692,394.6153846,25.46923077,63.26923077
1/9/2021 8:00,0,5.952380952,319.4285714,24.83809524,62.9047619
1/9/2021 9:00,0.171428571,6.085714286,285.1428571,24.50285714,62.84285714
1/9/2021 10:00,0.228571429,6.4,291.6285714,24.29714286,62.68285714
1/9/2021 11:00,0.096774194,7.580645161,303.0967742,24.08709677,62.55483871
1/9/2021 12:00,0.166666667,10.08333333,338.3333333,23.9125,62.86666667
1/9/2021 13:00,0.333333333,8.791666667,374.5833333,23.85416667,63.54583333
1/9/2021 14:00,0.5,10.42307692,339.7307692,23.77692308,64.79615385
1/9/2021 15:00,1.75,7.645833333,414.2083333,24.5,72.49166667
1/9/2021 16:00,1,9.88,402.32,25.11,76.918
1/9/2021 17:00,12.75,8.678571429,999.2142857,26.01785714,82
1/9/2021 18:00,15.84615385,3,501.8461538,28.2,75.16923077
1/9/2021 19:00,20.25,2,489.3333333,29.33333333,73.425
1/9/2021 20:00,13.35294118,6.4375,376.25,30.22941176,65.38235294
1/9/2021 21:00,2.3,15.35,235.8,25.035,62.035
1/9/2021 22:00,3.411764706,13.47058824,254.7352941,24.21176471,66.23529412
1/9/2021 23:00,5.525,10.425,321.625,25.9975,69.545
2/9/2021 0:00,5.181818182,1.636363636,405.2727273,30.09090909,63.67272727
2/9/2021 1:00,6.071428571,2.785714286,408.1428571,29.97142857,63.31428571
2/9/2021 2:00,7.3125,5.25,413.375,29.85625,64.48125
2/9/2021 3:00,11.15789474,5.578947368,404.9473684,29.61052632,66.04736842
2/9/2021 4:00,12.62962963,7.555555556,404.037037,29.73333333,66.68888889
2/9/2021 5:00,10.88235294,9.735294118,400.2941176,27.85,63.03823529
2/9/2021 6:00,7.318181818,15.36363636,440.8181818,25.92727273,65.43181818
2/9/2021 7:00,7.285714286,8.642857143,306.6428571,24.67857143,56.55714286
2/9/2021 8:00,7.461538462,10.53846154,293.3076923,24.03846154,56.23846154
2/9/2021 9:00,7.2,6.533333333,361.7333333,23.75333333,56.07333333
2/9/2021 10:00,8.3125,5.0625,348.625,23.55,57.8375
2/9/2021 11:00,10.25,2.75,345.6666667,23.05,56.06666667
2/9/2021 12:00,12.07692308,3.692307692,304.5384615,22.99230769,55.57692308
2/9/2021 13:00,10.07692308,3.846153846,319.3076923,22.91538462,56.13846154
2/9/2021 14:00,5.928571429,2.785714286,345.7857143,22.9,58.14285714
2/9/2021 15:00,2.866666667,4.466666667,515.8,24.23333333,64.72
2/9/2021 16:00,3.958333333,2.5,723.625,28.30416667,74.16666667
2/9/2021 17:00,9.071428571,5.142857143,469,28.23571429,75.83571429
2/9/2021 18:00,10.75,1.75,407.25,28.94166667,73.36666667
2/9/2021 19:00,6.583333333,1.583333333,408.0833333,29.45833333,70.65833333
2/9/2021 20:00,4.25,2.75,413.3333333,30.06666667,68.1
2/9/2021 21:00,0.25,7.6875,369.5625,25.90625,62.8
2/9/2021 22:00,2.12,10.8,314.84,25.876,59.324
2/9/2021 23:00,2.307692308,2.538461538,520.3846154,29.91538462,61.52307692
3/9/2021 0:00,3.4375,2.3125,553.9375,32.21875,58.68125
3/9/2021 1:00,2,2,405.9166667,32.10833333,58.8
3/9/2021 2:00,2,1.538461538,402.8461538,32.23076923,58.62307692
3/9/2021 3:00,1.526315789,1.894736842,453.5263158,30.92631579,61.42631579
3/9/2021 4:00,2,1.727272727,405.7272727,30.72727273,62.47272727
3/9/2021 5:00,1.588235294,4.117647059,425.4705882,29.05882353,62.01176471
3/9/2021 6:00,0,4.666666667,374.75,24.625,62.46666667
3/9/2021 7:00,0,5.615384615,267.6153846,25.34615385,56.61538462
3/9/2021 8:00,0,5.416666667,270.6666667,26.05,57.075
3/9/2021 9:00,0,5,364.75,25.91666667,59.66666667
3/9/2021 10:00,0,5.071428571,362.5714286,25.96428571,60.72857143
3/9/2021 11:00,0,5.333333333,299.1666667,25.56666667,59.74166667
3/9/2021 12:00,0,5.727272727,289.6363636,25.17272727,58.93636364
3/9/2021 13:00,0,6.666666667,289.4166667,25.025,60.575
3/9/2021 14:00,0,6.916666667,241.0833333,24.96666667,59.41666667
3/9/2021 15:00,0,5.866666667,290.4666667,24.98666667,60.4
3/9/2021 16:00,10.10526316,6.947368421,414.3684211,25.93157895,66.31052632
3/9/2021 17:00,6.647058824,7.235294118,571.4705882,27.94117647,73.41764706
3/9/2021 18:00,6.076923077,3,587.8461538,29.96923077,69.41538462
3/9/2021 19:00,15.8125,2,463.8125,30.91875,65.89375
3/9/2021 20:00,6.666666667,2,431.4166667,31.59166667,62.84166667
3/9/2021 21:00,4.25,10.29166667,286.5833333,27.6875,58.85
3/9/2021 22:00,8.8125,8.25,242.75,28.75625,53.0125
3/9/2021 23:00,8.315789474,5.263157895,268.6315789,28.91578947,55.67368421
4/9/2021 0:00,8.416666667,2.333333333,331.25,30.175,58.99166667
